Simulation Parameters
Resistance,1000
Capacitance, 0.01

Input Voltage 1
Type, sinusoidalAmplitude, 10Frequency, 1000Phase Angle, 0DC Offset, 0

Simulation Results
t,V_in,V_out
0.03525,10,9.99989
0.0353125,9.2388,9.23865
0.035375,7.07107,7.07089
0.0354375,3.82683,3.82663
0.0355,-1.44072e-012,-0.000211274
0.0355625,-3.82683,-3.82704
0.035625,-7.07107,-7.07125
0.0356875,-9.2388,-9.23894
0.03575,-10,-10.0001
0.0358125,-9.2388,-9.23886
0.035875,-7.07107,-7.0711
0.0359375,-3.82683,-3.82684
0.036,1.61713e-012,2.53526e-007
0.0360625,3.82683,3.82683
0.036125,7.07107,7.07104
0.0361875,9.2388,9.23873
0.03625,10,9.99989
0.0363125,9.2388,9.23865
0.036375,7.07107,7.07089
0.0364375,3.82683,3.82663
0.0365,-1.50932e-012,-0.000211267
0.0365625,-3.82683,-3.82704
0.036625,-7.07107,-7.07125
0.0366875,-9.2388,-9.23894
0.03675,-10,-10.0001
0.0368125,-9.2388,-9.23886
0.036875,-7.07107,-7.0711
0.0369375,-3.82683,-3.82684
0.037,1.40152e-012,2.6056e-007
0.0370625,3.82683,3.82683
0.037125,7.07107,7.07104
0.0371875,9.2388,9.23873
0.03725,10,9.99989
0.0373125,9.2388,9.23865
0.037375,7.07107,7.07089
0.0374375,3.82683,3.82663
0.0375,-1.57793e-012,-0.00021126
0.0375625,-3.82683,-3.82704
0.037625,-7.07107,-7.07125
0.0376875,-9.2388,-9.23894
0.03775,-10,-10.0001
0.0378125,-9.2388,-9.23886
0.037875,-7.07107,-7.0711
0.0379375,-3.82683,-3.82684
0.038,1.47012e-012,2.67593e-007
0.0380625,3.82683,3.82683
0.038125,7.07107,7.07104
0.0381875,9.2388,9.23873
0.03825,10,9.99989
0.0383125,9.2388,9.23865
0.038375,7.07107,7.07089
0.0384375,3.82683,3.82663
0.0385,-1.64654e-012,-0.000211253
0.0385625,-3.82683,-3.82704
0.038625,-7.07107,-7.07125
0.0386875,-9.2388,-9.23894
0.03875,-10,-10.0001
0.0388125,-9.2388,-9.23886
0.038875,-7.07107,-7.0711
